fixed_cost_sek,opex_sek,transport_cost_sek,late_orders_expected,late_penalty_per_order,late_penalty_sek,unserved_orders_total,unserved_penalty_per_order,unserved_penalty_sek,overflow_total,overflow_penalty_per_parcel,overflow_penalty_sek,objective_total_sek
65205.48,2100000.0,111138.3282833585,2093.132800000002,200.0,418626.5600000004,0.0,2000.0,0.0,277.699718573,100.0,27769.9718573,2722740.340140659
