fixed_cost_sek,opex_sek,transport_cost_sek,late_orders_expected,late_penalty_per_order,late_penalty_sek,unserved_orders_total,unserved_penalty_per_order,unserved_penalty_sek,overflow_total,overflow_penalty_per_parcel,overflow_penalty_sek,objective_total_sek
843835.62,2190322.580645161,126319.18695881838,1754.0920000000015,1000.0,1754092.0000000014,0.0,2000.0,0.0,277.699717773,100.0,27769.971777299997,4942339.359381282
