opened_new_sites,objective_total_sek,late_orders_expected,overflow_total,lockers_any_overflow_share,overflow_share_of_demand,service_level,total_demand,total_served,total_unserved,sweep_flag,sweep_value,out_dir
Tumba Depot (NW_2),3109406.8962162687,2395.2919999999995,277.699717773,0.2833333333333333,0.00555399435546,1.0,50000.0,50000.0,0.0,--late-penalty,50,Results\sweeps\late_penalty_50
Tumba Depot (NW_2),3415632.818051047,2011.9162810788969,277.6997176599943,0.2833333333333333,0.005553994353199886,0.999999999992,50000.0,49999.9999996,0.0,--late-penalty,200,Results\sweeps\late_penalty_200
Tumba Depot (NW_2),4018684.921921844,2009.2759952014967,277.6997176899943,0.2833333333333333,0.0055539943537998866,0.9999999999899999,50000.0,49999.999999499996,0.0,--late-penalty,500,Results\sweeps\late_penalty_500
Sollentuna FC (NW_3),4942339.359381282,1754.0920000000017,277.699717773,0.2833333333333333,0.00555399435546,1.0,50000.0,50000.0,0.0,--late-penalty,1000,Results\sweeps\late_penalty_1000
Sollentuna FC (NW_3),6696431.359381283,1754.0920000000017,277.699717773,0.2833333333333333,0.00555399435546,1.0,50000.0,50000.0,0.0,--late-penalty,2000,Results\sweeps\late_penalty_2000
