fixed_cost_sek,opex_sek,transport_cost_sek,late_orders_expected,late_penalty_per_order,late_penalty_sek,unserved_orders_total,unserved_penalty_per_order,unserved_penalty_sek,overflow_total,overflow_penalty_per_parcel,overflow_penalty_sek,objective_total_sek
747945.21,2054838.7096774192,91735.20153677817,2009.328318934797,200.0,401865.66378695937,0.0,2000.0,0.0,277.6997177579943,100.0,27769.97177579943,3324154.7567769564
