day,locker_id,S_end,overflow,cleared_actual,clear_capacity,capacity
1,PL051,0.0,0.0,39.0,60.0,60.0
2,PL051,22.0,0.0,28.0,60.0,60.0
3,PL051,0.0,0.0,60.0,60.0,60.0
4,PL051,27.0,0.0,22.0,60.0,60.0
5,PL051,0.0,0.0,60.0,60.0,60.0
6,PL051,21.0,0.0,11.0,60.0,60.0
7,PL051,60.0,0.0,0.0,60.0,60.0
1,PL052,19.0,0.0,25.0,60.0,60.0
2,PL052,60.0,0.0,0.0,60.0,60.0
3,PL052,36.0,0.0,60.0,60.0,60.0
4,PL052,12.0,0.0,60.0,60.0,60.0
5,PL052,0.0,0.0,42.0,60.0,60.0
6,PL052,2.0,0.0,31.0,60.0,60.0
7,PL052,60.0,0.0,0.0,60.0,60.0
1,PL053,0.0,0.0,44.0,60.0,60.0
2,PL053,0.0,0.0,37.0,60.0,60.0
3,PL053,9.0,0.0,32.0,60.0,60.0
4,PL053,54.0,0.0,0.0,60.0,60.0
5,PL053,33.0,0.0,60.0,60.0,60.0
6,PL053,12.0,0.0,60.0,60.0,60.0
7,PL053,60.0,0.0,0.0,60.0,60.0
1,PL054,43.0,0.0,0.0,60.0,60.0
2,PL054,13.0,0.0,60.0,60.0,60.0
3,PL054,0.0,0.0,56.0,60.0,60.0
4,PL054,0.0,0.0,43.0,60.0,60.0
5,PL054,0.0,0.0,40.0,60.0,60.0
6,PL054,21.0,0.0,15.0,60.0,60.0
7,PL054,60.0,0.0,0.0,60.0,60.0
1,PL055,0.0,0.0,36.0,60.0,60.0
2,PL055,0.0,0.0,40.0,60.0,60.0
3,PL055,0.0,0.0,38.0,60.0,60.0
4,PL055,42.0,0.0,1.0,60.0,60.0
5,PL055,21.0,0.0,60.0,60.0,60.0
6,PL055,0.0,0.0,60.0,60.0,60.0
7,PL055,29.0,0.0,0.0,60.0,60.0
1,PL056,0.0,0.0,43.0,60.0,60.0
2,PL056,34.0,0.0,0.0,60.0,60.0
3,PL056,11.0,0.0,60.0,60.0,60.0
4,PL056,0.0,0.0,55.0,60.0,60.0
5,PL056,0.0,0.0,33.0,60.0,60.0
6,PL056,29.0,0.0,0.0,60.0,60.0
7,PL056,60.0,0.0,12.0,60.0,60.0
1,PL057,0.0,0.0,46.0,60.0,60.0
2,PL057,0.0,0.0,54.0,60.0,60.0
3,PL057,23.0,0.0,8.0,60.0,60.0
4,PL057,0.0,0.0,60.0,60.0,60.0
5,PL057,0.0,0.0,34.0,60.0,60.0
6,PL057,26.0,0.0,25.0,60.0,60.0
7,PL057,60.0,0.0,0.0,60.0,60.0
1,PL058,0.0,0.0,46.0,60.0,60.0
2,PL058,0.0,0.0,48.0,60.0,60.0
3,PL058,0.0,0.0,40.0,60.0,60.0
4,PL058,0.0,0.0,36.0,60.0,60.0
5,PL058,0.0,0.0,37.0,60.0,60.0
6,PL058,0.0,0.0,47.0,60.0,60.0
7,PL058,33.0,0.0,0.0,60.0,60.0
1,PL059,0.0,0.0,44.0,60.0,60.0
2,PL059,0.0,0.0,45.0,60.0,60.0
3,PL059,39.0,0.0,0.0,60.0,60.0
4,PL059,14.0,0.0,60.0,60.0,60.0
5,PL059,0.0,0.0,54.0,60.0,60.0
6,PL059,18.0,0.0,30.0,60.0,60.0
7,PL059,60.0,0.0,0.0,60.0,60.0
1,PL060,0.0,0.0,41.0,60.0,60.0
2,PL060,0.0,0.0,30.0,60.0,60.0
3,PL060,0.0,0.0,48.0,60.0,60.0
4,PL060,16.0,0.0,15.0,60.0,60.0
5,PL060,0.0,0.0,60.0,60.0,60.0
6,PL060,39.0,0.0,0.0,60.0,60.0
7,PL060,60.0,0.0,17.0,60.0,60.0
1,PL061,0.0,0.0,45.0,60.0,60.0
2,PL061,0.0,0.0,41.0,60.0,60.0
3,PL061,0.0,0.0,43.0,60.0,60.0
4,PL061,31.0,0.0,8.0,60.0,60.0
5,PL061,10.0,0.0,60.0,60.0,60.0
6,PL061,0.0,0.0,60.0,60.0,60.0
7,PL061,41.0,0.0,0.0,60.0,60.0
1,PL062,0.0,0.0,38.0,60.0,60.0
2,PL062,6.0,0.0,44.0,60.0,60.0
3,PL062,0.0,0.0,60.0,60.0,60.0
4,PL062,0.0,0.0,51.0,60.0,60.0
5,PL062,0.0,0.0,33.0,60.0,60.0
6,PL062,45.0,0.0,0.0,60.0,60.0
7,PL062,60.0,0.0,13.0,60.0,60.0
1,PL063,36.0,0.0,1.0,60.0,60.0
