day,locker_id,S_end,overflow,cleared_actual,clear_capacity,capacity
5,PL025,0.0,40.0,0.0,6000000.0,60000000.0
6,PL025,0.0,38.0,0.0,6000000.0,60000000.0
7,PL025,0.0,44.0,0.0,6000000.0,60000000.0
1,PL026,0.0,33.0,0.0,6000000.0,60000000.0
2,PL026,0.0,47.0,0.0,6000000.0,60000000.0
3,PL026,0.0,53.0,0.0,6000000.0,60000000.0
4,PL026,0.0,39.0,0.0,6000000.0,60000000.0
5,PL026,0.0,42.0,0.0,6000000.0,60000000.0
6,PL026,0.0,36.0,0.0,6000000.0,60000000.0
7,PL026,39.0,0.0,0.0,6000000.0,60000000.0
1,PL027,0.0,46.0,0.0,6000000.0,60000000.0
2,PL027,0.0,37.0,0.0,6000000.0,60000000.0
3,PL027,0.0,37.0,0.0,6000000.0,60000000.0
4,PL027,0.0,44.0,0.0,6000000.0,60000000.0
5,PL027,0.0,38.0,0.0,6000000.0,60000000.0
6,PL027,0.0,43.0,0.0,6000000.0,60000000.0
7,PL027,0.0,40.0,0.0,6000000.0,60000000.0
1,PL028,0.0,34.0,0.0,6000000.0,60000000.0
2,PL028,0.0,33.0,0.0,6000000.0,60000000.0
3,PL028,0.0,44.0,0.0,6000000.0,60000000.0
4,PL028,0.0,41.0,0.0,6000000.0,60000000.0
5,PL028,0.0,45.0,0.0,6000000.0,60000000.0
6,PL028,0.0,40.0,0.0,6000000.0,60000000.0
7,PL028,0.0,38.0,0.0,6000000.0,60000000.0
1,PL029,0.0,36.0,0.0,6000000.0,60000000.0
2,PL029,0.0,33.0,0.0,6000000.0,60000000.0
3,PL029,0.0,55.0,0.0,6000000.0,60000000.0
4,PL029,0.0,35.0,0.0,6000000.0,60000000.0
5,PL029,0.0,41.0,0.0,6000000.0,60000000.0
6,PL029,0.0,47.0,0.0,6000000.0,60000000.0
7,PL029,44.0,0.0,0.0,6000000.0,60000000.0
1,PL030,0.0,27.0,0.0,6000000.0,60000000.0
2,PL030,0.0,41.0,0.0,6000000.0,60000000.0
3,PL030,0.0,45.0,0.0,6000000.0,60000000.0
4,PL030,0.0,43.0,0.0,6000000.0,60000000.0
5,PL030,0.0,42.0,0.0,6000000.0,60000000.0
6,PL030,0.0,34.0,0.0,6000000.0,60000000.0
7,PL030,0.0,30.0,0.0,6000000.0,60000000.0
1,PL031,0.0,43.0,0.0,6000000.0,60000000.0
2,PL031,0.0,35.0,0.0,6000000.0,60000000.0
3,PL031,0.0,45.0,0.0,6000000.0,60000000.0
4,PL031,0.0,41.0,0.0,6000000.0,60000000.0
5,PL031,0.0,40.0,0.0,6000000.0,60000000.0
6,PL031,0.0,46.0,0.0,6000000.0,60000000.0
7,PL031,0.0,34.0,0.0,6000000.0,60000000.0
1,PL032,0.0,51.0,0.0,6000000.0,60000000.0
2,PL032,0.0,49.0,0.0,6000000.0,60000000.0
3,PL032,0.0,43.0,0.0,6000000.0,60000000.0
4,PL032,0.0,37.0,0.0,6000000.0,60000000.0
5,PL032,0.0,38.0,0.0,6000000.0,60000000.0
6,PL032,0.0,44.0,0.0,6000000.0,60000000.0
7,PL032,41.0,0.0,0.0,6000000.0,60000000.0
1,PL033,0.0,35.0,0.0,6000000.0,60000000.0
2,PL033,0.0,38.0,0.0,6000000.0,60000000.0
3,PL033,0.0,48.0,0.0,6000000.0,60000000.0
4,PL033,0.0,39.0,0.0,6000000.0,60000000.0
5,PL033,0.0,23.0,0.0,6000000.0,60000000.0
6,PL033,0.0,36.0,0.0,6000000.0,60000000.0
7,PL033,40.0,0.0,0.0,6000000.0,60000000.0
1,PL034,0.0,30.0,0.0,6000000.0,60000000.0
2,PL034,0.0,36.0,0.0,6000000.0,60000000.0
3,PL034,0.0,44.0,0.0,6000000.0,60000000.0
4,PL034,0.0,39.0,0.0,6000000.0,60000000.0
5,PL034,0.0,55.0,0.0,6000000.0,60000000.0
6,PL034,0.0,46.0,0.0,6000000.0,60000000.0
7,PL034,0.0,43.0,0.0,6000000.0,60000000.0
1,PL035,0.0,45.0,0.0,6000000.0,60000000.0
2,PL035,0.0,44.0,0.0,6000000.0,60000000.0
3,PL035,0.0,38.0,0.0,6000000.0,60000000.0
4,PL035,0.0,39.0,0.0,6000000.0,60000000.0
5,PL035,0.0,39.0,0.0,6000000.0,60000000.0
6,PL035,0.0,45.0,0.0,6000000.0,60000000.0
7,PL035,0.0,34.0,0.0,6000000.0,60000000.0
1,PL036,0.0,41.0,0.0,6000000.0,60000000.0
2,PL036,0.0,39.0,0.0,6000000.0,60000000.0
3,PL036,0.0,33.0,0.0,6000000.0,60000000.0
4,PL036,0.0,46.0,0.0,6000000.0,60000000.0
5,PL036,0.0,40.0,0.0,6000000.0,60000000.0
6,PL036,0.0,45.0,0.0,6000000.0,60000000.0
7,PL036,37.0,0.0,0.0,6000000.0,60000000.0
1,PL037,0.0,36.0,0.0,6000000.0,60000000.0
2,PL037,0.0,48.0,0.0,6000000.0,60000000.0
3,PL037,0.0,42.0,0.0,6000000.0,60000000.0
4,PL037,0.0,48.0,0.0,6000000.0,60000000.0
5,PL037,0.0,31.0,0.0,6000000.0,60000000.0
6,PL037,0.0,51.0,0.0,6000000.0,60000000.0
7,PL037,0.0,52.0,0.0,6000000.0,60000000.0
1,PL038,0.0,46.0,0.0,6000000.0,60000000.0
2,PL038,0.0,37.0,0.0,6000000.0,60000000.0
3,PL038,0.0,37.0,0.0,6000000.0,60000000.0
4,PL038,0.0,31.0,0.0,6000000.0,60000000.0
5,PL038,0.0,46.0,0.0,6000000.0,60000000.0
6,PL038,0.0,38.0,0.0,6000000.0,60000000.0
7,PL038,45.0,0.0,0.0,6000000.0,60000000.0
1,PL039,0.0,42.0,0.0,6000000.0,60000000.0
2,PL039,0.0,52.0,0.0,6000000.0,60000000.0
3,PL039,0.0,36.0,0.0,6000000.0,60000000.0
4,PL039,0.0,37.0,0.0,6000000.0,60000000.0
5,PL039,0.0,32.0,0.0,6000000.0,60000000.0
6,PL039,0.0,53.0,0.0,6000000.0,60000000.0
7,PL039,0.0,45.0,0.0,6000000.0,60000000.0
1,PL040,0.0,31.0,0.0,6000000.0,60000000.0
2,PL040,0.0,38.0,0.0,6000000.0,60000000.0
3,PL040,0.0,23.0,0.0,6000000.0,60000000.0
4,PL040,0.0,40.0,0.0,6000000.0,60000000.0
5,PL040,0.0,30.0,0.0,6000000.0,60000000.0
6,PL040,0.0,47.0,0.0,6000000.0,60000000.0
7,PL040,49.0,0.0,0.0,6000000.0,60000000.0
1,PL041,0.0,42.0,0.0,6000000.0,60000000.0
2,PL041,0.0,25.0,0.0,6000000.0,60000000.0
3,PL041,0.0,44.0,0.0,6000000.0,60000000.0
4,PL041,0.0,46.0,0.0,6000000.0,60000000.0
5,PL041,0.0,32.0,0.0,6000000.0,60000000.0
6,PL041,0.0,40.0,0.0,6000000.0,60000000.0
7,PL041,32.0,0.0,0.0,6000000.0,60000000.0
1,PL042,0.0,45.0,0.0,6000000.0,60000000.0
2,PL042,0.0,41.0,0.0,6000000.0,60000000.0
3,PL042,0.0,44.0,0.0,6000000.0,60000000.0
4,PL042,0.0,40.0,0.0,6000000.0,60000000.0
5,PL042,0.0,38.0,0.0,6000000.0,60000000.0
6,PL042,0.0,28.0,0.0,6000000.0,60000000.0
7,PL042,37.0,0.0,0.0,6000000.0,60000000.0
1,PL043,0.0,35.0,0.0,6000000.0,60000000.0
2,PL043,0.0,37.0,0.0,6000000.0,60000000.0
3,PL043,0.0,35.0,0.0,6000000.0,60000000.0
4,PL043,0.0,42.0,0.0,6000000.0,60000000.0
5,PL043,0.0,33.0,0.0,6000000.0,60000000.0
6,PL043,0.0,35.0,0.0,6000000.0,60000000.0
7,PL043,26.0,0.0,0.0,6000000.0,60000000.0
1,PL044,0.0,33.0,0.0,6000000.0,60000000.0
2,PL044,0.0,46.0,0.0,6000000.0,60000000.0
3,PL044,0.0,22.0,0.0,6000000.0,60000000.0
4,PL044,0.0,42.0,0.0,6000000.0,60000000.0
5,PL044,0.0,35.0,0.0,6000000.0,60000000.0
6,PL044,0.0,40.0,0.0,6000000.0,60000000.0
7,PL044,43.0,0.0,0.0,6000000.0,60000000.0
1,PL045,0.0,41.0,0.0,6000000.0,60000000.0
2,PL045,0.0,41.0,0.0,6000000.0,60000000.0
3,PL045,0.0,27.0,0.0,6000000.0,60000000.0
4,PL045,0.0,38.0,0.0,6000000.0,60000000.0
5,PL045,0.0,31.0,0.0,6000000.0,60000000.0
6,PL045,0.0,38.0,0.0,6000000.0,60000000.0
7,PL045,57.0,0.0,0.0,6000000.0,60000000.0
1,PL046,0.0,27.0,0.0,6000000.0,60000000.0
2,PL046,0.0,39.0,0.0,6000000.0,60000000.0
3,PL046,0.0,40.0,0.0,6000000.0,60000000.0
4,PL046,0.0,39.0,0.0,6000000.0,60000000.0
5,PL046,0.0,43.0,0.0,6000000.0,60000000.0
6,PL046,0.0,40.0,0.0,6000000.0,60000000.0
7,PL046,35.0,0.0,0.0,6000000.0,60000000.0
1,PL047,0.0,33.0,0.0,6000000.0,60000000.0
