day,locker_id,cleared_actual,overflow,S_end,capacity,clear_capacity
5,PL143,40.885305,0.0,53.634409,81.0,60.0
6,PL143,16.634409,0.0,81.0,81.0,60.0
7,PL143,33.0,0.0,81.0,81.0,60.0
1,PL144,28.563177,9.0974729,17.33935,20.0,60.0
2,PL144,42.252708,0.0,16.086643,20.0,60.0
3,PL144,41.375451,0.0,14.711191,20.0,60.0
4,PL144,42.711191,0.0,20.0,20.0,60.0
5,PL144,42.357401,0.0,15.642599,20.0,60.0
6,PL144,40.144404,0.0,9.4981949,20.0,60.0
7,PL144,22.498195,0.0,20.0,20.0,60.0
1,PL145,25.62963,0.0,28.37037,30.0,60.0
2,PL145,36.0,0.062962963,20.307407,30.0,60.0
3,PL145,38.311111,0.0,27.996296,30.0,60.0
4,PL145,35.533333,0.0,26.462963,30.0,60.0
5,PL145,40.644444,0.0,26.818519,30.0,60.0
6,PL145,38.818519,0.0,30.0,30.0,60.0
7,PL145,39.0,0.0,30.0,30.0,60.0
1,PL146,26.080586,0.0,33.919414,45.0,60.0
2,PL146,37.717949,0.0,29.201465,45.0,60.0
3,PL146,36.087912,0.0,28.113553,45.0,60.0
4,PL146,33.652015,0.0,27.461538,45.0,60.0
5,PL146,37.934066,0.0,35.527473,45.0,60.0
6,PL146,40.172161,0.0,37.355311,45.0,60.0
7,PL146,36.355311,0.0,45.0,45.0,60.0
1,PL147,25.927007,0.0,49.072993,93.0,60.0
2,PL147,37.335766,0.0,49.737226,93.0,60.0
3,PL147,40.722628,0.0,56.014599,93.0,60.0
4,PL147,40.948905,0.0,52.065693,93.0,60.0
5,PL147,39.656934,0.0,48.408759,93.0,60.0
6,PL147,34.408759,0.0,53.0,93.0,60.0
7,PL147,0.0,0.0,93.0,93.0,60.0
1,PL148,23.916084,0.0,55.083916,98.0,60.0
2,PL148,36.51049,0.0,56.573427,98.0,60.0
3,PL148,35.737762,0.0,53.835664,98.0,60.0
4,PL148,37.853147,0.0,58.982517,98.0,60.0
5,PL148,39.024476,0.0,60.958042,98.0,60.0
6,PL148,14.958042,0.0,98.0,98.0,60.0
7,PL148,43.0,0.0,98.0,98.0,60.0
1,PL149,30.947368,0.0,58.052632,100.0,60.0
2,PL149,45.354386,0.0,50.698246,100.0,60.0
3,PL149,40.473684,0.0,43.224561,100.0,60.0
4,PL149,37.091228,0.0,46.133333,100.0,60.0
5,PL149,39.017544,0.0,52.115789,100.0,60.0
6,PL149,0.0,0.0,90.115789,100.0,60.0
7,PL149,32.115789,0.0,100.0,100.0,60.0
1,PL150,26.0,2.0,27.0,27.0,60.0
2,PL150,36.244186,0.3875969,20.368217,27.0,60.0
3,PL150,36.674419,0.0,25.693798,27.0,60.0
4,PL150,36.162791,0.0,25.531008,27.0,60.0
5,PL150,39.531008,0.0,27.0,27.0,60.0
6,PL150,37.802326,0.0,25.197674,27.0,60.0
7,PL150,32.197674,0.0,27.0,27.0,60.0
1,PL151,28.775087,0.0,58.224913,89.0,60.0
2,PL151,44.595156,0.0,59.629758,89.0,60.0
3,PL151,42.692042,0.0,55.937716,89.0,60.0
4,PL151,46.273356,0.0,61.66436,89.0,60.0
5,PL151,38.557093,0.0,51.107266,89.0,60.0
6,PL151,37.754325,0.0,45.352941,89.0,60.0
7,PL151,4.3529412,0.0,89.0,89.0,60.0
1,PL152,25.428571,0.0,57.571429,93.0,60.0
2,PL152,38.56044,0.0,57.010989,93.0,60.0
3,PL152,39.238095,0.0,58.772894,93.0,60.0
4,PL152,41.14652,0.0,62.626374,93.0,60.0
5,PL152,41.223443,0.0,58.40293,93.0,60.0
6,PL152,38.40293,0.0,58.0,93.0,60.0
7,PL152,0.0,0.0,93.0,93.0,60.0
1,PL153,25.757463,0.0,28.242537,44.0,60.0
2,PL153,39.977612,0.0,31.264925,44.0,60.0
3,PL153,37.835821,0.0,24.429104,44.0,60.0
4,PL153,38.216418,0.0,27.212687,44.0,60.0
5,PL153,36.425373,0.0,27.787313,44.0,60.0
6,PL153,25.787313,0.0,44.0,44.0,60.0
7,PL153,35.0,0.0,44.0,44.0,60.0
1,PL154,33.334572,0.0,35.665428,43.0,60.0
2,PL154,45.360595,0.0,28.304833,43.0,60.0
3,PL154,40.524164,0.0,22.780669,43.0,60.0
4,PL154,36.620818,0.0,23.159851,43.0,60.0
5,PL154,37.022305,0.0,25.137546,43.0,60.0
6,PL154,37.698885,0.0,24.438662,43.0,60.0
7,PL154,15.438662,0.0,43.0,43.0,60.0
1,PL155,29.815331,0.0,72.184669,99.0,60.0
2,PL155,39.055749,0.0,65.12892,99.0,60.0
3,PL155,39.512195,0.0,69.616725,99.0,60.0
4,PL155,41.393728,0.0,75.222997,99.0,60.0
5,PL155,45.348432,0.0,74.874564,99.0,60.0
6,PL155,43.188153,0.0,69.686411,99.0,60.0
7,PL155,8.6864111,0.0,99.0,99.0,60.0
1,PL156,30.869258,0.0,32.130742,35.0,60.0
2,PL156,48.0,0.0,32.130742,35.0,60.0
3,PL156,44.056537,0.0,24.074205,35.0,60.0
4,PL156,39.29682,0.0,17.777385,35.0,60.0
5,PL156,34.727915,0.0,18.04947,35.0,60.0
6,PL156,30.04947,0.0,35.0,35.0,60.0
7,PL156,36.0,0.0,35.0,35.0,60.0
1,PL157,31.367424,9.6325758,22.0,22.0,60.0
2,PL157,42.954545,0.0,9.0454545,22.0,60.0
3,PL157,39.700758,0.0,8.344697,22.0,60.0
4,PL157,36.079545,0.0,12.265152,22.0,60.0
5,PL157,37.731061,0.0,8.5340909,22.0,60.0
6,PL157,25.534091,0.0,22.0,22.0,60.0
7,PL157,33.0,0.0,22.0,22.0,60.0
1,PL158,21.666667,0.0,51.333333,75.0,60.0
2,PL158,36.201465,0.0,54.131868,75.0,60.0
3,PL158,35.673993,0.0,51.457875,75.0,60.0
4,PL158,36.487179,0.0,51.970696,75.0,60.0
5,PL158,35.175824,0.0,52.794872,75.0,60.0
6,PL158,28.267399,0.0,72.527473,75.0,60.0
7,PL158,42.527473,0.0,75.0,75.0,60.0
1,PL159,26.687273,2.9890909,36.323636,40.0,60.0
2,PL159,37.989091,0.0,30.334545,40.0,60.0
3,PL159,38.152727,0.0,33.181818,40.0,60.0
4,PL159,39.196364,0.0,38.985455,40.0,60.0
5,PL159,42.6,0.0,38.385455,40.0,60.0
6,PL159,44.385455,0.0,40.0,40.0,60.0
7,PL159,28.0,0.0,40.0,40.0,60.0
1,PL160,23.521429,0.0,50.478571,86.0,60.0
2,PL160,36.0,0.0,48.478571,86.0,60.0
3,PL160,36.828571,0.0,51.65,86.0,60.0
4,PL160,36.378571,0.0,50.271429,86.0,60.0
5,PL160,38.535714,0.0,52.735714,86.0,60.0
6,PL160,41.725,0.0,62.010714,86.0,60.0
7,PL160,18.010714,0.0,86.0,86.0,60.0
1,PL161,28.870175,0.0,26.129825,29.0,60.0
2,PL161,38.891228,0.0,17.238596,29.0,60.0
3,PL161,39.922807,0.0,21.315789,29.0,60.0
4,PL161,36.631579,0.0,21.684211,29.0,60.0
5,PL161,40.501754,0.0,21.182456,29.0,60.0
6,PL161,40.42807,0.0,24.754386,29.0,60.0
7,PL161,41.754386,0.0,29.0,29.0,60.0
1,PL162,26.433333,2.5777778,22.988889,26.0,60.0
2,PL162,37.988889,0.0,21.0,26.0,60.0
3,PL162,40.0,0.0,26.0,26.0,60.0
4,PL162,38.392593,0.0,21.607407,26.0,60.0
5,PL162,39.566667,0.0,22.040741,26.0,60.0
6,PL162,37.392593,0.0,22.648148,26.0,60.0
7,PL162,34.648148,0.0,26.0,26.0,60.0
1,PL163,20.302817,8.8380282,19.859155,38.0,60.0
2,PL163,35.683099,0.0,29.176056,38.0,60.0
3,PL163,42.176056,0.0,38.0,38.0,60.0
4,PL163,45.584507,0.0,33.415493,38.0,60.0
5,PL163,43.112676,0.0,27.302817,38.0,60.0
6,PL163,38.045775,0.0,25.257042,38.0,60.0
7,PL163,30.257042,0.0,38.0,38.0,60.0
1,PL164,28.398577,0.0,30.601423,48.0,60.0
2,PL164,40.362989,0.0,27.238434,48.0,60.0
3,PL164,38.619217,0.0,25.619217,48.0,60.0
4,PL164,38.964413,0.0,29.654804,48.0,60.0
5,PL164,39.747331,0.0,28.907473,48.0,60.0
6,PL164,38.658363,0.0,24.24911,48.0,60.0
7,PL164,25.24911,0.0,48.0,48.0,60.0
1,PL165,17.968966,3.2172414,34.813793,64.0,60.0
2,PL165,29.703448,0.0,40.110345,64.0,60.0
3,PL165,31.648276,0.0,41.462069,64.0,60.0
4,PL165,38.737931,0.0,50.724138,64.0,60.0
5,PL165,40.617241,0.0,51.106897,64.0,60.0
6,PL165,44.017241,0.0,50.089655,64.0,60.0
7,PL165,49.089655,0.0,64.0,64.0,60.0
1,PL166,21.704545,2.8295455,42.465909,61.0,60.0
2,PL166,28.909091,0.0,40.556818,61.0,60.0
3,PL166,30.375,0.0,44.181818,61.0,60.0
4,PL166,33.155303,0.0,48.026515,61.0,60.0
5,PL166,35.443182,0.0,47.583333,61.0,60.0
6,PL166,41.371212,0.0,57.212121,61.0,60.0
7,PL166,46.212121,0.0,61.0,61.0,60.0
1,PL167,29.30137,0.0,54.69863,65.0,60.0
2,PL167,41.232877,0.0,43.465753,65.0,60.0
3,PL167,42.660959,0.0,53.804795,65.0,60.0
4,PL167,38.393836,0.0,47.410959,65.0,60.0
5,PL167,42.006849,0.0,45.40411,65.0,60.0
6,PL167,42.160959,0.0,60.243151,65.0,60.0
7,PL167,29.243151,0.0,65.0,65.0,60.0
1,PL168,23.115789,2.1368421,30.747368,43.0,60.0
2,PL168,40.042105,0.0,38.705263,43.0,60.0
3,PL168,43.705263,0.0,43.0,43.0,60.0
4,PL168,40.589474,0.0,28.410526,43.0,60.0
5,PL168,38.252632,0.0,29.157895,43.0,60.0
6,PL168,34.347368,0.0,33.810526,43.0,60.0
7,PL168,39.810526,0.0,43.0,43.0,60.0
1,PL169,20.509091,0.0,30.490909,49.0,60.0
2,PL169,34.0,0.0,37.490909,49.0,60.0
3,PL169,35.701818,0.0,37.789091,49.0,60.0
4,PL169,39.4,0.0,39.389091,49.0,60.0
5,PL169,37.236364,0.0,37.152727,49.0,60.0
6,PL169,41.989091,0.0,44.163636,49.0,60.0
7,PL169,38.163636,0.0,49.0,49.0,60.0
1,PL170,33.591973,0.0,53.408027,64.0,60.0
2,PL170,48.755853,0.0,42.652174,64.0,60.0
3,PL170,46.013378,0.0,40.638796,64.0,60.0
4,PL170,38.454849,0.0,36.183946,64.0,60.0
5,PL170,40.729097,0.0,38.454849,64.0,60.0
6,PL170,40.254181,0.0,43.200669,64.0,60.0
7,PL170,20.200669,0.0,64.0,64.0,60.0
1,PL171,24.860294,0.0,52.139706,61.0,60.0
2,PL171,41.235294,0.0,50.904412,61.0,60.0
3,PL171,41.731618,0.0,52.172794,61.0,60.0
4,PL171,39.952206,0.0,49.220588,61.0,60.0
5,PL171,40.352941,0.0,48.867647,61.0,60.0
6,PL171,24.867647,0.0,61.0,61.0,60.0
7,PL171,33.0,0.0,61.0,61.0,60.0
1,PL172,23.245283,0.0,37.754717,58.0,60.0
2,PL172,34.516981,0.0,37.237736,58.0,60.0
3,PL172,33.633962,0.0,35.603774,58.0,60.0
4,PL172,37.588679,0.0,44.015094,58.0,60.0
5,PL172,37.09434,0.0,40.920755,58.0,60.0
6,PL172,40.784906,0.0,42.135849,58.0,60.0
7,PL172,26.135849,0.0,58.0,58.0,60.0
1,PL173,24.70979,0.0,39.29021,71.0,60.0
2,PL173,41.227273,0.0,48.062937,71.0,60.0
3,PL173,40.479021,0.0,41.583916,71.0,60.0
4,PL173,39.965035,0.0,37.618881,71.0,60.0
5,PL173,39.562937,0.0,47.055944,71.0,60.0
6,PL173,40.77972,0.0,43.276224,71.0,60.0
7,PL173,15.276224,0.0,71.0,71.0,60.0
1,PL174,21.125,0.0,44.875,72.0,60.0
2,PL174,35.867424,0.0,52.007576,72.0,60.0
3,PL174,40.299242,0.0,57.708333,72.0,60.0
4,PL174,44.284091,0.0,57.424242,72.0,60.0
5,PL174,41.715909,0.0,49.708333,72.0,60.0
6,PL174,34.314394,0.0,38.393939,72.0,60.0
7,PL174,7.3939394,0.0,72.0,72.0,60.0
1,PL175,35.574324,0.0,45.425676,62.0,60.0
2,PL175,49.581081,0.0,37.844595,62.0,60.0
3,PL175,43.148649,0.0,28.695946,62.0,60.0
4,PL175,39.307432,0.0,30.388514,62.0,60.0
5,PL175,36.402027,0.0,28.986486,62.0,60.0
6,PL175,14.932432,0.0,53.054054,62.0,60.0
7,PL175,42.054054,0.0,62.0,62.0,60.0
1,PL176,18.981818,0.0,40.018182,62.0,60.0
2,PL176,34.04,0.0,46.978182,62.0,60.0
3,PL176,39.898182,0.0,56.08,62.0,60.0
4,PL176,42.021818,0.0,52.058182,62.0,60.0
5,PL176,42.774545,0.0,49.283636,62.0,60.0
6,PL176,25.283636,0.0,62.0,62.0,60.0
7,PL176,39.101818,0.0,61.898182,62.0,60.0
1,PL177,34.580328,0.0,39.419672,45.0,60.0
2,PL177,53.0,0.0,39.419672,45.0,60.0
3,PL177,50.567213,0.0,34.852459,45.0,60.0
4,PL177,46.347541,0.0,28.504918,45.0,60.0
5,PL177,40.695082,0.0,23.809836,45.0,60.0
6,PL177,40.170492,0.0,27.639344,45.0,60.0
7,PL177,15.639344,0.0,45.0,45.0,60.0
1,PL178,26.045936,0.0,45.954064,81.0,60.0
2,PL178,43.731449,0.0,54.222615,81.0,60.0
3,PL178,40.766784,0.0,46.45583,81.0,60.0
4,PL178,44.770318,0.0,49.685512,81.0,60.0
5,PL178,38.650177,0.0,47.035336,81.0,60.0
6,PL178,38.530035,0.0,40.5053,81.0,60.0
7,PL178,2.5053004,0.0,81.0,81.0,60.0
1,PL179,22.848708,3.701107,19.450185,25.0,60.0
2,PL179,38.450185,0.0,25.0,25.0,60.0
3,PL179,38.01476,0.0,20.98524,25.0,60.0
4,PL179,41.02214,0.0,24.9631,25.0,60.0
5,PL179,38.531365,0.0,23.431734,25.0,60.0
6,PL179,40.228782,0.0,21.202952,25.0,60.0
7,PL179,33.202952,0.0,25.0,25.0,60.0
1,PL180,29.024561,0.0,58.975439,77.0,60.0
2,PL180,42.350877,0.0,55.624561,77.0,60.0
3,PL180,41.031579,0.0,54.592982,77.0,60.0
4,PL180,38.340351,0.0,52.252632,77.0,60.0
5,PL180,37.031579,0.0,50.221053,77.0,60.0
6,PL180,39.298246,0.0,57.922807,77.0,60.0
7,PL180,24.922807,0.0,77.0,77.0,60.0
