day,locker_id,cleared_actual,overflow,S_end,capacity,clear_capacity
7,PL071,16.901515,0.0,56.0,56.0,60.0
1,PL072,26.0,0.0,46.0,64.0,60.0
2,PL072,40.503704,0.0,49.496296,64.0,60.0
3,PL072,38.707407,0.0,43.788889,64.0,60.0
4,PL072,39.944444,0.0,46.844444,64.0,60.0
5,PL072,37.4,0.0,45.444444,64.0,60.0
6,PL072,38.296296,0.0,43.148148,64.0,60.0
7,PL072,18.148148,0.0,64.0,64.0,60.0
1,PL073,26.309524,0.0,47.690476,69.0,60.0
2,PL073,38.623016,0.0,47.06746,69.0,60.0
3,PL073,34.178571,0.0,39.888889,69.0,60.0
4,PL073,36.988095,0.0,46.900794,69.0,60.0
5,PL073,32.813492,0.0,43.087302,69.0,60.0
6,PL073,38.404762,0.0,45.68254,69.0,60.0
7,PL073,10.68254,0.0,69.0,69.0,60.0
1,PL074,29.652174,0.0,57.347826,70.0,60.0
2,PL074,41.797101,0.0,51.550725,70.0,60.0
3,PL074,39.434783,0.0,51.115942,70.0,60.0
4,PL074,41.601449,0.0,61.514493,70.0,60.0
5,PL074,43.07971,0.0,53.434783,70.0,60.0
6,PL074,39.717391,0.0,45.717391,70.0,60.0
7,PL074,13.717391,0.0,70.0,70.0,60.0
1,PL075,31.692308,0.0,48.307692,93.0,60.0
2,PL075,41.174825,0.0,43.132867,93.0,60.0
3,PL075,43.534965,0.0,50.597902,93.0,60.0
4,PL075,42.213287,0.0,46.384615,93.0,60.0
5,PL075,41.98951,0.0,43.395105,93.0,60.0
6,PL075,28.395105,0.0,62.0,93.0,60.0
7,PL075,0.0,0.0,93.0,93.0,60.0
1,PL076,34.5,0.0,47.5,67.0,60.0
2,PL076,49.147436,0.0,40.352564,67.0,60.0
3,PL076,45.365385,0.0,36.987179,67.0,60.0
4,PL076,43.426282,0.0,40.560897,67.0,60.0
5,PL076,43.605769,0.0,37.955128,67.0,60.0
6,PL076,44.445513,0.0,39.509615,67.0,60.0
7,PL076,14.509615,0.0,67.0,67.0,60.0
1,PL077,22.690141,0.0,37.309859,53.0,60.0
2,PL077,36.0,0.0,37.309859,53.0,60.0
3,PL077,36.598592,0.0,38.711268,53.0,60.0
4,PL077,39.056338,0.0,43.65493,53.0,60.0
5,PL077,43.278169,0.0,49.376761,53.0,60.0
6,PL077,42.961268,0.0,41.415493,53.0,60.0
7,PL077,34.415493,0.0,53.0,53.0,60.0
1,PL078,25.927798,0.0,58.072202,77.0,60.0
2,PL078,40.202166,0.0,53.870036,77.0,60.0
3,PL078,38.895307,0.0,52.974729,77.0,60.0
4,PL078,36.036101,0.0,50.938628,77.0,60.0
5,PL078,36.729242,0.0,52.209386,77.0,60.0
6,PL078,39.765343,0.0,61.444043,77.0,60.0
7,PL078,24.444043,0.0,77.0,77.0,60.0
1,PL079,21.992337,0.0,52.007663,87.0,60.0
2,PL079,38.310345,0.0,60.697318,87.0,60.0
3,PL079,39.505747,0.0,57.191571,87.0,60.0
4,PL079,40.088123,0.0,53.103448,87.0,60.0
5,PL079,36.275862,0.0,53.827586,87.0,60.0
6,PL079,35.524904,0.0,51.302682,87.0,60.0
7,PL079,1.302682,0.0,87.0,87.0,60.0
1,PL080,24.036145,0.0,52.963855,80.0,60.0
2,PL080,35.15261,0.0,53.811245,80.0,60.0
3,PL080,35.100402,0.0,52.710843,80.0,60.0
4,PL080,36.674699,0.0,57.036145,80.0,60.0
5,PL080,35.297189,0.0,50.738956,80.0,60.0
6,PL080,33.903614,0.0,49.835341,80.0,60.0
7,PL080,10.835341,0.0,80.0,80.0,60.0
1,PL081,37.362963,0.0,47.637037,52.0,60.0
2,PL081,48.292593,0.0,40.344444,52.0,60.0
3,PL081,42.748148,0.0,34.596296,52.0,60.0
4,PL081,38.8,0.0,34.796296,52.0,60.0
5,PL081,36.077778,0.0,30.718519,52.0,60.0
6,PL081,32.959259,0.0,26.759259,52.0,60.0
7,PL081,14.759259,0.0,52.0,52.0,60.0
1,PL082,23.402827,0.0,27.597173,38.0,60.0
2,PL082,39.671378,0.0,33.925795,38.0,60.0
3,PL082,40.911661,0.0,33.014134,38.0,60.0
4,PL082,41.314488,0.0,28.699647,38.0,60.0
5,PL082,40.477032,0.0,33.222615,38.0,60.0
6,PL082,41.763251,0.0,35.459364,38.0,60.0
7,PL082,31.459364,0.0,38.0,38.0,60.0
1,PL083,25.361022,0.0,52.638978,89.0,60.0
2,PL083,43.162939,0.0,55.476038,89.0,60.0
3,PL083,45.86901,0.0,60.607029,89.0,60.0
4,PL083,46.402556,0.0,56.204473,89.0,60.0
5,PL083,50.507987,0.0,64.696486,89.0,60.0
6,PL083,47.322684,0.0,59.373802,89.0,60.0
7,PL083,1.3738019,0.0,89.0,89.0,60.0
1,PL084,24.445652,2.7101449,40.844203,49.0,60.0
2,PL084,42.307971,0.0,48.536232,49.0,60.0
3,PL084,39.57971,0.0,37.956522,49.0,60.0
4,PL084,44.956522,0.0,49.0,49.0,60.0
5,PL084,40.210145,0.0,45.789855,49.0,60.0
6,PL084,41.384058,0.0,32.405797,49.0,60.0
7,PL084,20.405797,0.0,49.0,49.0,60.0
1,PL085,25.732394,12.933099,9.334507,21.0,60.0
2,PL085,37.56338,0.0,11.771127,21.0,60.0
3,PL085,38.859155,0.0,12.911972,21.0,60.0
4,PL085,38.045775,0.0,9.8661972,21.0,60.0
5,PL085,41.116197,0.0,15.75,21.0,60.0
6,PL085,44.75,0.0,21.0,21.0,60.0
7,PL085,36.0,0.0,21.0,21.0,60.0
1,PL086,28.088561,0.0,43.911439,57.0,60.0
2,PL086,41.712177,0.0,38.199262,57.0,60.0
3,PL086,39.95572,0.0,38.243542,57.0,60.0
4,PL086,39.380074,0.0,41.863469,57.0,60.0
5,PL086,40.571956,0.0,39.291513,57.0,60.0
6,PL086,37.140221,0.0,30.151292,57.0,60.0
7,PL086,15.151292,0.0,57.0,57.0,60.0
1,PL087,23.766784,10.671378,19.561837,28.0,60.0
2,PL087,38.0,0.0,19.561837,28.0,60.0
3,PL087,41.561837,0.0,28.0,28.0,60.0
4,PL087,38.381625,0.0,15.618375,28.0,60.0
5,PL087,40.628975,0.0,19.989399,28.0,60.0
6,PL087,36.992933,0.0,24.996466,28.0,60.0
7,PL087,40.996466,0.0,28.0,28.0,60.0
1,PL088,15.124514,0.0,47.875486,75.0,60.0
2,PL088,28.291829,0.0,59.583658,75.0,60.0
3,PL088,35.424125,0.0,68.159533,75.0,60.0
4,PL088,40.451362,0.0,64.708171,75.0,60.0
5,PL088,40.330739,0.0,64.377432,75.0,60.0
6,PL088,38.350195,0.0,64.027237,75.0,60.0
7,PL088,24.027237,0.0,75.0,75.0,60.0
1,PL089,31.346801,0.0,60.653199,94.0,60.0
2,PL089,46.784512,0.0,55.868687,94.0,60.0
3,PL089,48.636364,0.0,62.232323,94.0,60.0
4,PL089,44.619529,0.0,54.612795,94.0,60.0
5,PL089,43.484848,0.0,48.127946,94.0,60.0
6,PL089,31.127946,0.0,66.0,94.0,60.0
7,PL089,0.0,0.0,94.0,94.0,60.0
1,PL090,25.686207,4.2482759,22.065517,25.0,60.0
2,PL090,40.065517,0.0,25.0,25.0,60.0
3,PL090,41.634483,2.7655172,23.6,25.0,60.0
4,PL090,41.486207,0.0,20.113793,25.0,60.0
5,PL090,40.006897,0.0,19.106897,25.0,60.0
6,PL090,39.875862,0.0,22.231034,25.0,60.0
7,PL090,42.231034,0.0,25.0,25.0,60.0
1,PL091,22.808219,0.0,36.191781,50.0,60.0
2,PL091,35.349315,0.0,34.842466,50.0,60.0
3,PL091,38.636986,0.0,42.205479,50.0,60.0
4,PL091,41.928082,0.0,47.277397,50.0,60.0
5,PL091,46.308219,0.0,46.969178,50.0,60.0
6,PL091,43.763699,0.0,41.205479,50.0,60.0
7,PL091,36.205479,0.0,50.0,50.0,60.0
1,PL092,24.1875,0.0,42.8125,88.0,60.0
2,PL092,36.351563,0.0,43.460938,88.0,60.0
3,PL092,38.078125,0.0,46.382813,88.0,60.0
4,PL092,41.445313,0.0,50.9375,88.0,60.0
5,PL092,39.085938,0.0,42.851563,88.0,60.0
6,PL092,35.570313,0.0,37.28125,88.0,60.0
7,PL092,0.0,0.0,72.28125,88.0,60.0
1,PL093,25.066667,1.0912281,26.842105,33.0,60.0
2,PL093,40.842105,0.0,33.0,33.0,60.0
3,PL093,39.515789,2.3964912,24.087719,33.0,60.0
4,PL093,41.238596,0.0,26.849123,33.0,60.0
5,PL093,37.414035,0.0,24.435088,33.0,60.0
6,PL093,38.694737,0.0,22.740351,33.0,60.0
7,PL093,40.740351,0.0,33.0,33.0,60.0
1,PL094,19.972332,0.0,46.027668,83.0,60.0
2,PL094,32.679842,0.0,49.347826,83.0,60.0
3,PL094,35.229249,0.0,53.118577,83.0,60.0
4,PL094,33.565217,0.0,45.55336,83.0,60.0
5,PL094,37.007905,0.0,53.545455,83.0,60.0
6,PL094,35.889328,0.0,55.656126,83.0,60.0
7,PL094,10.656126,0.0,83.0,83.0,60.0
1,PL095,30.752688,0.0,56.247312,66.0,60.0
2,PL095,45.362007,0.0,58.885305,66.0,60.0
3,PL095,44.071685,0.0,54.81362,66.0,60.0
4,PL095,41.387097,0.0,50.426523,66.0,60.0
5,PL095,39.265233,0.0,52.16129,66.0,60.0
6,PL095,39.455197,0.0,52.706093,66.0,60.0
7,PL095,15.706093,0.0,66.0,66.0,60.0
1,PL096,39.285714,0.0,49.714286,84.0,60.0
2,PL096,50.023256,0.0,40.69103,84.0,60.0
3,PL096,43.222591,0.0,33.468439,84.0,60.0
4,PL096,40.627907,0.0,37.840532,84.0,60.0
5,PL096,42.07309,0.0,39.767442,84.0,60.0
6,PL096,44.285714,0.0,39.481728,84.0,60.0
7,PL096,0.0,0.0,75.481728,84.0,60.0
1,PL097,30.059406,0.0,45.940594,60.0,60.0
2,PL097,47.108911,0.0,48.831683,60.0,60.0
3,PL097,47.227723,0.0,46.60396,60.0,60.0
4,PL097,42.574257,0.0,34.029703,60.0,60.0
5,PL097,37.693069,0.0,35.336634,60.0,60.0
6,PL097,38.09901,0.0,44.237624,60.0,60.0
7,PL097,30.237624,0.0,60.0,60.0,60.0
1,PL098,30.0,0.0,29.0,29.0,60.0
2,PL098,40.956044,0.0,21.043956,29.0,60.0
3,PL098,38.684982,0.0,20.358974,29.0,60.0
4,PL098,39.3663,0.0,27.992674,29.0,60.0
5,PL098,39.956044,0.0,23.03663,29.0,60.0
6,PL098,35.630037,0.0,12.406593,29.0,60.0
7,PL098,33.406593,0.0,29.0,29.0,60.0
1,PL099,30.156134,0.0,60.843866,68.0,60.0
2,PL099,48.0,0.0,60.843866,68.0,60.0
3,PL099,44.579926,0.0,54.263941,68.0,60.0
4,PL099,40.69145,0.0,48.572491,68.0,60.0
5,PL099,37.825279,0.0,50.747212,68.0,60.0
6,PL099,37.457249,0.0,51.289963,68.0,60.0
7,PL099,5.2899628,0.0,68.0,68.0,60.0
1,PL100,27.501779,0.0,54.498221,95.0,60.0
2,PL100,42.647687,0.0,55.850534,95.0,60.0
3,PL100,42.338078,0.0,54.512456,95.0,60.0
4,PL100,39.768683,0.0,48.743772,95.0,60.0
5,PL100,40.626335,0.0,55.117438,95.0,60.0
6,PL100,33.117438,0.0,58.0,95.0,60.0
7,PL100,0.0,0.0,95.0,95.0,60.0
1,PL101,17.08871,8.3991935,20.512097,41.0,60.0
2,PL101,26.604839,0.0,21.907258,41.0,60.0
3,PL101,28.524194,0.0,25.383065,41.0,60.0
4,PL101,33.350806,0.0,33.032258,41.0,60.0
5,PL101,40.032258,0.0,41.0,41.0,60.0
6,PL101,44.391129,0.0,40.608871,41.0,60.0
7,PL101,28.608871,0.0,41.0,41.0,60.0
1,PL102,26.302583,6.697417,20.0,20.0,60.0
2,PL102,41.03321,0.0,12.96679,20.0,60.0
3,PL102,39.143911,0.0,11.822878,20.0,60.0
4,PL102,38.671587,0.0,19.151292,20.0,60.0
5,PL102,39.682657,0.0,14.468635,20.0,60.0
6,PL102,40.797048,0.0,13.671587,20.0,60.0
7,PL102,27.671587,0.0,20.0,20.0,60.0
1,PL103,28.094595,1.9054054,23.0,23.0,60.0
2,PL103,38.756757,3.6824324,12.560811,23.0,60.0
3,PL103,40.175676,0.0,19.385135,23.0,60.0
4,PL103,41.385135,0.0,23.0,23.0,60.0
5,PL103,45.013514,0.0,20.986486,23.0,60.0
6,PL103,43.986486,0.0,21.0,23.0,60.0
7,PL103,41.0,0.0,23.0,23.0,60.0
1,PL104,24.070632,0.0,52.929368,86.0,60.0
2,PL104,37.609665,0.0,54.319703,86.0,60.0
3,PL104,36.776952,0.0,51.542751,86.0,60.0
4,PL104,33.918216,0.0,45.624535,86.0,60.0
5,PL104,37.412639,0.0,60.211896,86.0,60.0
6,PL104,39.650558,0.0,59.561338,86.0,60.0
7,PL104,13.561338,0.0,86.0,86.0,60.0
1,PL105,24.503448,0.0,65.496552,78.0,60.0
2,PL105,40.017241,0.0,70.47931,78.0,60.0
3,PL105,41.286207,0.0,70.193103,78.0,60.0
4,PL105,39.634483,0.0,62.558621,78.0,60.0
5,PL105,42.268966,0.0,75.289655,78.0,60.0
6,PL105,42.258621,0.0,73.031034,78.0,60.0
7,PL105,34.031034,0.0,78.0,78.0,60.0
1,PL106,17.652174,0.0,50.347826,72.0,60.0
2,PL106,33.630435,0.0,65.717391,72.0,60.0
3,PL106,36.681159,0.0,61.036232,72.0,60.0
4,PL106,42.036232,0.0,65.0,72.0,60.0
5,PL106,40.826087,0.0,70.173913,72.0,60.0
6,PL106,45.195652,0.0,67.978261,72.0,60.0
7,PL106,27.978261,0.0,72.0,72.0,60.0
1,PL107,26.808511,0.0,51.191489,57.0,60.0
2,PL107,39.652482,0.0,50.539007,57.0,60.0
3,PL107,42.109929,0.0,55.429078,57.0,60.0
4,PL107,40.539007,0.0,50.890071,57.0,60.0
5,PL107,37.890071,0.0,44.0,57.0,60.0
6,PL107,37.514184,0.0,51.485816,57.0,60.0
7,PL107,38.485816,0.0,57.0,57.0,60.0
1,PL108,26.962963,0.0,46.037037,78.0,60.0
2,PL108,40.622222,0.0,47.414815,78.0,60.0
3,PL108,41.97037,0.0,49.444444,78.0,60.0
4,PL108,41.792593,0.0,46.651852,78.0,60.0
5,PL108,37.82963,0.0,38.822222,78.0,60.0
6,PL108,32.933333,0.0,35.888889,78.0,60.0
7,PL108,2.8888889,0.0,78.0,78.0,60.0
1,PL109,23.586957,0.0,46.413043,88.0,60.0
2,PL109,38.956522,0.0,54.456522,88.0,60.0
3,PL109,40.778986,0.0,53.677536,88.0,60.0
4,PL109,41.293478,0.0,49.384058,88.0,60.0
5,PL109,38.637681,0.0,49.746377,88.0,60.0
6,PL109,39.666667,0.0,53.07971,88.0,60.0
7,PL109,0.079710145,0.0,88.0,88.0,60.0
1,PL110,33.534247,0.0,43.465753,61.0,60.0
2,PL110,46.643836,0.0,40.821918,61.0,60.0
3,PL110,46.222603,0.0,41.599315,61.0,60.0
4,PL110,45.078767,0.0,40.520548,61.0,60.0
5,PL110,41.513699,0.0,33.006849,61.0,60.0
6,PL110,38.030822,0.0,31.976027,61.0,60.0
7,PL110,8.9760274,0.0,61.0,61.0,60.0
1,PL111,32.30605,0.0,67.69395,81.0,60.0
2,PL111,50.743772,0.0,66.950178,81.0,60.0
3,PL111,46.523132,0.0,55.427046,81.0,60.0
4,PL111,40.754448,0.0,50.672598,81.0,60.0
5,PL111,34.608541,0.0,48.064057,81.0,60.0
6,PL111,33.978648,0.0,48.085409,81.0,60.0
7,PL111,10.085409,0.0,81.0,81.0,60.0
1,PL112,34.545455,0.0,36.454545,39.0,60.0
2,PL112,47.923077,0.0,29.531469,39.0,60.0
3,PL112,44.321678,0.0,25.20979,39.0,60.0
4,PL112,39.965035,0.0,24.244755,39.0,60.0
5,PL112,43.412587,0.0,30.832168,39.0,60.0
6,PL112,39.265734,0.0,22.566434,39.0,60.0
7,PL112,16.566434,0.0,39.0,39.0,60.0
1,PL113,31.037736,0.0,46.962264,53.0,60.0
2,PL113,46.298113,0.0,45.664151,53.0,60.0
3,PL113,43.924528,0.0,41.739623,53.0,60.0
4,PL113,37.486792,0.0,32.25283,53.0,60.0
5,PL113,33.479245,0.0,30.773585,53.0,60.0
6,PL113,15.324528,0.0,40.449057,53.0,60.0
7,PL113,35.449057,0.0,53.0,53.0,60.0
1,PL114,28.021583,0.0,44.978417,76.0,60.0
2,PL114,43.007194,0.0,48.971223,76.0,60.0
3,PL114,43.428058,0.0,47.543165,76.0,60.0
4,PL114,43.582734,0.0,45.960432,76.0,60.0
5,PL114,37.985612,0.0,37.97482,76.0,60.0
6,PL114,35.471223,0.0,37.503597,76.0,60.0
7,PL114,2.5035971,0.0,76.0,76.0,60.0
1,PL115,20.194553,5.229572,25.575875,39.0,60.0
2,PL115,33.229572,0.0,32.346304,39.0,60.0
3,PL115,38.346304,0.0,39.0,39.0,60.0
4,PL115,38.198444,0.0,29.801556,39.0,60.0
5,PL115,39.396887,0.0,35.404669,39.0,60.0
6,PL115,32.66537,0.0,25.7393,39.0,60.0
7,PL115,31.7393,0.0,39.0,39.0,60.0
1,PL116,28.621908,0.0,27.378092,28.0,60.0
2,PL116,43.611307,0.0,24.766784,28.0,60.0
3,PL116,38.151943,0.0,13.614841,28.0,60.0
4,PL116,37.64311,0.0,20.971731,28.0,60.0
5,PL116,38.190813,0.0,26.780919,28.0,60.0
6,PL116,39.689046,0.0,16.091873,28.0,60.0
7,PL116,41.533569,0.0,26.558304,28.0,60.0
1,PL117,21.414894,0.0,28.585106,46.0,60.0
2,PL117,37.195035,0.0,37.390071,46.0,60.0
3,PL117,40.14539,0.0,39.244681,46.0,60.0
4,PL117,42.758865,0.0,36.485816,46.0,60.0
5,PL117,41.347518,0.0,37.138298,46.0,60.0
6,PL117,40.007092,0.0,35.131206,46.0,60.0
7,PL117,30.131206,0.0,46.0,46.0,60.0
1,PL118,24.133333,0.0,42.866667,65.0,60.0
2,PL118,36.911111,0.0,44.955556,65.0,60.0
3,PL118,38.314815,0.0,46.640741,65.0,60.0
4,PL118,35.722222,0.0,37.918519,65.0,60.0
5,PL118,36.144444,0.0,44.774074,65.0,60.0
6,PL118,36.207407,0.0,46.566667,65.0,60.0
7,PL118,28.566667,0.0,65.0,65.0,60.0
1,PL119,24.733333,0.0,52.266667,65.0,60.0
2,PL119,40.755556,0.0,49.511111,65.0,60.0
3,PL119,39.955556,0.0,48.555556,65.0,60.0
4,PL119,39.522222,0.0,51.033333,65.0,60.0
5,PL119,38.9,0.0,48.133333,65.0,60.0
6,PL119,19.655556,0.0,59.477778,65.0,60.0
7,PL119,36.477778,0.0,65.0,65.0,60.0
1,PL120,19.977778,10.37037,6.6518519,22.0,60.0
2,PL120,32.518519,0.0,13.133333,22.0,60.0
3,PL120,33.777778,0.0,12.355556,22.0,60.0
4,PL120,35.218519,0.0,11.137037,22.0,60.0
5,PL120,37.559259,0.0,18.577778,22.0,60.0
6,PL120,41.577778,0.0,22.0,22.0,60.0
7,PL120,45.0,0.0,22.0,22.0,60.0
1,PL121,23.448276,0.0,48.551724,82.0,60.0
2,PL121,37.570881,0.0,51.980843,82.0,60.0
3,PL121,36.429119,0.0,47.551724,82.0,60.0
4,PL121,37.022989,0.0,48.528736,82.0,60.0
5,PL121,35.59387,0.0,49.934866,82.0,60.0
6,PL121,6.9463602,0.0,81.988506,82.0,60.0
7,PL121,37.988506,0.0,82.0,82.0,60.0
1,PL122,23.534884,1.2868217,28.178295,37.0,60.0
2,PL122,36.604651,0.0,34.573643,37.0,60.0
3,PL122,37.968992,0.0,33.604651,37.0,60.0
4,PL122,41.604651,0.0,37.0,37.0,60.0
5,PL122,35.496124,0.0,26.503876,37.0,60.0
6,PL122,30.600775,0.0,34.903101,37.0,60.0
7,PL122,33.903101,0.0,37.0,37.0,60.0
1,PL123,24.233463,2.6692607,22.097276,29.0,60.0
2,PL123,35.529183,0.0,21.568093,29.0,60.0
3,PL123,33.342412,0.0,17.225681,29.0,60.0
4,PL123,35.264591,0.0,23.961089,29.0,60.0
5,PL123,33.805447,0.0,20.155642,29.0,60.0
6,PL123,40.155642,0.0,29.0,29.0,60.0
7,PL123,36.0,0.0,29.0,29.0,60.0
1,PL124,28.401639,0.0,44.598361,59.0,60.0
2,PL124,37.409836,0.0,35.188525,59.0,60.0
3,PL124,35.811475,0.0,37.377049,59.0,60.0
4,PL124,31.483607,0.0,33.893443,59.0,60.0
5,PL124,34.188525,0.0,36.704918,59.0,60.0
6,PL124,35.069672,0.0,41.635246,59.0,60.0
7,PL124,13.635246,0.0,59.0,59.0,60.0
1,PL125,29.145907,0.0,51.854093,72.0,60.0
2,PL125,41.338078,0.0,43.516014,72.0,60.0
3,PL125,38.686833,0.0,42.829181,72.0,60.0
4,PL125,38.615658,0.0,50.213523,72.0,60.0
5,PL125,39.370107,0.0,43.843416,72.0,60.0
6,PL125,39.594306,0.0,44.24911,72.0,60.0
7,PL125,18.24911,0.0,72.0,72.0,60.0
1,PL126,24.192308,0.0,61.807692,89.0,60.0
2,PL126,37.303846,0.0,62.503846,89.0,60.0
3,PL126,37.046154,0.0,61.457692,89.0,60.0
4,PL126,42.161538,0.0,73.296154,89.0,60.0
5,PL126,38.957692,0.0,59.338462,89.0,60.0
6,PL126,37.773077,0.0,55.565385,89.0,60.0
7,PL126,2.5653846,0.0,89.0,89.0,60.0
1,PL127,23.75,8.0347222,33.215278,48.0,60.0
2,PL127,38.638889,0.0,38.576389,48.0,60.0
3,PL127,44.576389,0.0,48.0,48.0,60.0
4,PL127,45.319444,0.0,40.680556,48.0,60.0
5,PL127,45.09375,0.0,38.586806,48.0,60.0
6,PL127,37.340278,0.0,32.246528,48.0,60.0
7,PL127,26.246528,0.0,48.0,48.0,60.0
1,PL128,31.45,0.0,57.55,87.0,60.0
2,PL128,48.536667,0.0,52.013333,87.0,60.0
3,PL128,46.926667,0.0,51.086667,87.0,60.0
4,PL128,44.016667,0.0,50.07,87.0,60.0
5,PL128,41.846667,0.0,43.223333,87.0,60.0
6,PL128,38.223333,0.0,41.0,87.0,60.0
7,PL128,0.0,0.0,87.0,87.0,60.0
1,PL129,23.837638,8.5867159,20.575646,28.0,60.0
2,PL129,36.088561,0.0,17.487085,28.0,60.0
3,PL129,38.051661,0.0,21.435424,28.0,60.0
4,PL129,40.435424,0.0,28.0,28.0,60.0
5,PL129,39.435424,0.0,19.564576,28.0,60.0
6,PL129,42.564576,0.0,28.0,28.0,60.0
7,PL129,29.0,0.0,28.0,28.0,60.0
1,PL130,32.175824,0.0,43.824176,59.0,60.0
2,PL130,46.406593,0.0,40.417582,59.0,60.0
3,PL130,41.461538,0.0,31.956044,59.0,60.0
4,PL130,42.67033,0.0,42.285714,59.0,60.0
5,PL130,38.43956,0.0,31.846154,59.0,60.0
6,PL130,40.384615,0.0,32.461538,59.0,60.0
7,PL130,0.46153846,0.0,59.0,59.0,60.0
1,PL131,17.584,0.0,59.416,95.0,60.0
2,PL131,28.288,0.0,60.128,95.0,60.0
3,PL131,30.068,0.0,64.06,95.0,60.0
4,PL131,36.46,0.0,76.6,95.0,60.0
5,PL131,40.252,0.0,74.348,95.0,60.0
6,PL131,38.636,0.0,61.712,95.0,60.0
7,PL131,12.712,0.0,95.0,95.0,60.0
1,PL132,19.316364,0.0,62.683636,93.0,60.0
2,PL132,32.96,0.0,65.723636,93.0,60.0
3,PL132,34.174545,0.0,66.549091,93.0,60.0
4,PL132,38.516364,0.0,76.032727,93.0,60.0
5,PL132,39.967273,0.0,72.065455,93.0,60.0
6,PL132,42.436364,0.0,72.629091,93.0,60.0
7,PL132,24.629091,0.0,93.0,93.0,60.0
1,PL133,29.589041,0.0,46.410959,73.0,60.0
2,PL133,45.657534,0.0,47.753425,73.0,60.0
3,PL133,41.712329,0.0,39.041096,73.0,60.0
4,PL133,41.082192,0.0,40.958904,73.0,60.0
5,PL133,36.945205,0.0,39.013699,73.0,60.0
6,PL133,40.369863,0.0,41.643836,73.0,60.0
7,PL133,14.643836,0.0,73.0,73.0,60.0
1,PL134,27.618056,0.0,57.381944,76.0,60.0
2,PL134,39.472222,0.0,53.909722,76.0,60.0
3,PL134,37.020833,0.0,50.888889,76.0,60.0
4,PL134,35.569444,0.0,52.319444,76.0,60.0
5,PL134,39.6875,0.0,61.631944,76.0,60.0
6,PL134,42.638889,0.0,59.993056,76.0,60.0
7,PL134,33.993056,0.0,76.0,76.0,60.0
1,PL135,31.766917,0.0,43.233083,46.0,60.0
2,PL135,44.357143,0.0,29.87594,46.0,60.0
3,PL135,40.898496,0.0,29.977444,46.0,60.0
4,PL135,34.383459,0.0,26.593985,46.0,60.0
5,PL135,37.616541,0.0,29.977444,46.0,60.0
6,PL135,34.680451,0.0,27.296992,46.0,60.0
7,PL135,21.296992,0.0,46.0,46.0,60.0
1,PL136,25.144981,0.0,68.855019,99.0,60.0
2,PL136,36.494424,0.0,65.360595,99.0,60.0
3,PL136,37.401487,0.0,69.959108,99.0,60.0
4,PL136,38.052045,0.0,70.907063,99.0,60.0
5,PL136,38.810409,0.0,67.096654,99.0,60.0
6,PL136,37.858736,0.0,69.237918,99.0,60.0
7,PL136,12.237918,0.0,99.0,99.0,60.0
1,PL137,23.290323,0.0,38.709677,47.0,60.0
2,PL137,40.236559,0.0,44.473118,47.0,60.0
3,PL137,41.225806,0.0,43.247312,47.0,60.0
4,PL137,40.645161,0.0,36.602151,47.0,60.0
5,PL137,40.236559,0.0,44.365591,47.0,60.0
6,PL137,31.365591,0.0,47.0,47.0,60.0
7,PL137,39.0,0.0,47.0,47.0,60.0
1,PL138,26.0,0.0,30.0,34.0,60.0
2,PL138,36.852273,0.0,25.147727,34.0,60.0
3,PL138,36.174242,0.0,26.973485,34.0,60.0
4,PL138,35.386364,0.0,27.587121,34.0,60.0
5,PL138,39.121212,0.0,32.465909,34.0,60.0
6,PL138,37.651515,0.0,26.814394,34.0,60.0
7,PL138,35.814394,0.0,34.0,34.0,60.0
1,PL139,19.032258,3.8960573,26.071685,42.0,60.0
2,PL139,36.071685,0.0,42.0,42.0,60.0
3,PL139,40.921147,0.078853047,42.0,42.0,60.0
4,PL139,45.297491,0.0,38.702509,42.0,60.0
5,PL139,41.634409,0.0,39.0681,42.0,60.0
6,PL139,38.964158,0.0,31.103943,42.0,60.0
7,PL139,30.103943,0.0,42.0,42.0,60.0
1,PL140,23.598485,0.0,57.401515,80.0,60.0
2,PL140,36.045455,0.0,59.356061,80.0,60.0
3,PL140,34.931818,0.0,56.424242,80.0,60.0
4,PL140,40.575758,0.0,66.848485,80.0,60.0
5,PL140,38.537879,0.0,61.310606,80.0,60.0
6,PL140,39.560606,0.0,56.75,80.0,60.0
7,PL140,16.75,0.0,80.0,80.0,60.0
1,PL141,22.310606,7.9659091,15.723485,29.0,60.0
2,PL141,35.776515,0.0,23.94697,29.0,60.0
3,PL141,34.109848,0.0,16.837121,29.0,60.0
4,PL141,35.07197,0.0,17.765152,29.0,60.0
5,PL141,34.94697,0.0,22.818182,29.0,60.0
6,PL141,41.818182,0.0,29.0,29.0,60.0
7,PL141,38.0,0.0,29.0,29.0,60.0
1,PL142,22.065455,9.12,18.814545,32.0,60.0
2,PL142,37.981818,0.0,20.832727,32.0,60.0
3,PL142,37.48,0.0,19.352727,32.0,60.0
4,PL142,39.250909,0.0,21.101818,32.0,60.0
5,PL142,38.0,0.0,21.101818,32.0,60.0
6,PL142,45.101818,0.0,32.0,32.0,60.0
7,PL142,27.0,0.0,32.0,32.0,60.0
1,PL143,21.172043,0.0,43.827957,81.0,60.0
2,PL143,37.053763,0.0,52.774194,81.0,60.0
3,PL143,38.53405,0.0,51.240143,81.0,60.0
4,PL143,42.72043,0.0,53.519713,81.0,60.0
