fixed_cost_sek,opex_sek,transport_cost_sek,late_orders_expected,late_penalty_per_order,late_penalty_sek,unserved_orders_total,unserved_penalty_per_order,unserved_penalty_sek,overflow_total,overflow_penalty_per_parcel,overflow_penalty_sek,objective_total_sek
843835.62,1174193.5483870967,121441.81294461859,1702.2600000980015,200.0,340452.00001960027,1363.999999445,400.0,545599.9997779999,0.0,100.0,0.0,3025522.9811293157
