fixed_cost_sek,opex_sek,transport_cost_sek,late_orders_expected,late_penalty_per_order,late_penalty_sek,unserved_orders_total,unserved_penalty_per_order,unserved_penalty_sek,overflow_total,overflow_penalty_per_parcel,overflow_penalty_sek,objective_total_sek
815068.49,1083870.9677419355,104215.50547654122,2027.8944000462018,200.0,405578.88000924035,1716.800001014,200.0,343360.0002028,0.0,100.0,0.0,2752093.8434305172
