day,locker_id,S_end,overflow,cleared_actual,clear_capacity,capacity
4,PL072,0.0,43.0,0.0,60.0,64.0
5,PL072,36.0,0.0,0.0,60.0,64.0
6,PL072,64.0,8.0,0.0,60.0,64.0
7,PL072,64.0,39.0,0.0,60.0,64.0
1,PL073,0.0,74.0,0.0,60.0,69.0
2,PL073,7.1785714,30.821429,0.0,60.0,69.0
3,PL073,0.0,0.0,34.178571,60.0,69.0
4,PL073,7.0119048,0.0,36.988095,60.0,69.0
5,PL073,36.011905,0.0,0.0,60.0,69.0
6,PL073,69.0,8.0119048,0.0,60.0,69.0
7,PL073,69.0,34.0,0.0,60.0,69.0
1,PL074,6.2318841,80.768116,0.0,60.0,70.0
2,PL074,0.43478261,0.0,41.797101,60.0,70.0
3,PL074,0.0,0.0,39.434783,60.0,70.0
4,PL074,0.0,10.398551,41.601449,60.0,70.0
